,targetId,hasSafetyEvent,maxClinicalTrialPhase,tissueSpecificity,tissueDistribution,uniqueTherapeuticAreas,uniqueDiseases,maxEffectiveSampleSize,earliestPublicationDate,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount
0,ENSG00000004487,0,0.5,-1.0,-1.0,2,2,235397.69820205137,2023-01-18,KDM1A,0.362,3.796,-0.028337,8
1,ENSG00000005339,0,0.5,-1.0,-1.0,2,3,645988.1975077938,2015-03-16,CREBBP,0.899,4.7763,-2.9844,53
2,ENSG00000006116,0,1.0,0.75,0.5,0,0,0.01,2025-01-01,CACNG3,0.704,3.3403,-0.14457,2
3,ENSG00000017427,1,0.5,0.5,0.0,5,9,143284.77790855977,2020-05-13,IGF1,0.325,2.1757,-0.070415,6
4,ENSG00000019991,1,0.75,1.0,0.0,2,2,521818.7070055739,2022-11-23,HGF,0.52900004,1.9628,0.62406,18
5,ENSG00000023445,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,BIRC3,0.45700002,1.4787,0.83575,11
6,ENSG00000025434,1,0.5,-1.0,-1.0,4,5,314628.35415349517,2012-03-07,NR1H3,0.444,1.9533,0.1871,10
7,ENSG00000037280,1,1.0,-1.0,0.0,0,0,0.01,2025-01-01,FLT4,0.735,3.0272,-1.6976,3
8,ENSG00000068024,0,1.0,0.5,0.0,1,1,1173.5007132667617,2022-07-22,HDAC4,0.80799997,3.7634,-0.53352,8
9,ENSG00000069535,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,MAOB,,,,1
10,ENSG00000074966,0,1.0,0.5,0.0,1,1,38092.548464040476,2019-09-01,TXK,0.15899998,1.0284,0.47805,1
11,ENSG00000075429,0,1.0,1.0,1.0,2,2,118684.63990752245,2024-07-19,CACNG5,-0.036000013,0.66211,-0.045926,0
12,ENSG00000075461,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,CACNG4,0.41000003,1.6118,0.020424,5
13,ENSG00000079459,0,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,FDFT1,-0.76400006,-5.832,-5.8965,3
14,ENSG00000079999,0,1.0,0.5,-1.0,5,6,160010.51072069994,2019-09-01,KEAP1,0.40499997,4.2976,0.44959,6
15,ENSG00000080644,1,1.0,0.75,0.5,8,34,633132.2332759313,2008-11-02,CHRNA3,-0.06500006,1.6569,-0.43743,3
16,ENSG00000082701,1,1.0,-1.0,-1.0,1,1,135302.01076433487,2024-07-19,GSK3B,0.48799998,1.2893,0.29139,24
17,ENSG00000087237,1,0.75,0.75,0.0,6,19,464892.4593283075,2011-06-10,CETP,-0.013000011,0.4353,0.27756,3
18,ENSG00000089685,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,BIRC5,-0.0039999485,0.34848,0.59863,10
19,ENSG00000091831,1,1.0,0.5,0.0,12,59,1424218.0900670097,2012-09-13,ESR1,0.544,2.4607,0.21561,15
20,ENSG00000092009,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,CMA1,-0.57799995,-2.0511,-1.3168,3
21,ENSG00000092054,0,1.0,0.75,0.0,0,0,0.01,2025-01-01,MYH7,0.356,6.8055,1.205,0
22,ENSG00000092969,0,1.0,-1.0,0.0,8,31,645988.1975077938,2014-02-07,TGFB2,0.537,2.3626,0.45081,5
23,ENSG00000095464,0,1.0,1.0,1.0,0,0,0.01,2025-01-01,PDE6C,0.023999989,1.3389,0.36181,0
24,ENSG00000100097,0,0.5,-1.0,-1.0,3,3,78906.83616868555,2020-01-20,LGALS1,-0.47899997,0.40896,0.21699,2
25,ENSG00000100368,0,1.0,0.5,0.0,4,8,315325.55297640257,2021-08-26,CSF2RB,0.48900002,0.88803,-0.31594,6
26,ENSG00000100462,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,PRMT5,0.728,4.5167,1.0193,3
27,ENSG00000100519,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMC6,0.815,4.0099,0.88766,62
28,ENSG00000102010,0,1.0,1.0,0.0,1,1,95491.56815792594,2023-05-17,BMX,,,,2
29,ENSG00000102096,0,0.25,0.5,-1.0,0,0,0.01,2025-01-01,PIM2,,,,0
30,ENSG00000102225,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,CDK16,,,,0
31,ENSG00000102393,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,GLA,,,,2
32,ENSG00000104687,1,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,GSR,-0.18200004,-0.71105,-1.2682,5
33,ENSG00000104833,0,1.0,1.0,0.0,0,0,0.01,2025-01-01,TUBB4A,0.39600003,5.131,0.029119,37
34,ENSG00000105723,1,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,GSK3A,0.578,1.7756,-1.6315,6
35,ENSG00000105976,1,1.0,0.5,0.0,6,11,498258.534626183,2023-01-18,MET,0.554,2.9693,0.52691,19
36,ENSG00000106628,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,POLD2,0.06999999,2.5061,0.99504,17
37,ENSG00000109390,0,1.0,0.75,-1.0,0,0,0.01,2025-01-01,NDUFC1,-0.556,-1.026,-1.4636,2
38,ENSG00000110092,1,1.0,-1.0,-1.0,7,23,1424218.0900670097,2010-05-09,CCND1,0.39099997,1.2714,-0.93749,17
39,ENSG00000110680,0,1.0,0.5,0.5,2,2,243159.30781957568,2018-09-03,CALCA,-0.18599999,0.3278,-0.22844,3
40,ENSG00000110944,0,1.0,1.0,0.5,1,1,16461.04650907092,2009-01-25,IL23A,-0.40100002,0.89375,-0.1884,2
41,ENSG00000111275,1,1.0,0.5,-1.0,11,23,1424218.0900670097,2009-08-18,ALDH2,0.010999978,1.6597,-0.37307,4
42,ENSG00000111424,1,1.0,1.0,0.0,2,2,427337.4491868293,2021-02-06,VDR,0.286,2.1968,-0.69368,3
43,ENSG00000114491,1,1.0,-1.0,0.0,4,5,464892.4593283075,2017-07-17,UMPS,0.265,1.3517,0.89665,1
44,ENSG00000115008,1,0.75,0.5,0.0,2,3,89312.40641133794,2017-05-24,IL1A,0.07800001,0.37543,0.51737,7
45,ENSG00000115233,0,1.0,-1.0,-1.0,1,1,135108.48254553688,2025-02-28,PSMD14,0.627,3.5088,0.11708,63
46,ENSG00000115592,1,0.75,1.0,0.5,2,2,1424218.0900670097,2023-01-18,PRKAG3,0.10500002,0.2822,0.49884,8
47,ENSG00000116678,1,1.0,1.0,-1.0,3,3,1424218.0900670097,2013-04-07,LEPR,0.411,2.0667,1.1476,1
48,ENSG00000117362,0,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,APH1A,0.194,2.0656,0.089976,13
49,ENSG00000117586,0,0.5,-1.0,0.0,10,16,360837.067725683,2009-10-18,TNFSF4,0.00999999,1.1459,0.92483,1
50,ENSG00000117971,1,1.0,0.5,0.5,6,8,539013.8231881644,2017-12-06,CHRNB4,0.22799999,1.7163,-0.007388,4
51,ENSG00000118194,0,0.75,1.0,0.0,0,0,0.01,2025-01-01,TNNT2,0.31699997,2.1516,0.48009,1
52,ENSG00000118972,0,1.0,0.5,0.5,2,3,198739.68381728645,2018-01-31,FGF23,-0.60800004,0.82946,1.3812,40
53,ENSG00000120899,0,0.5,0.5,-1.0,5,6,360605.992793193,2018-11-29,PTK2B,0.43800002,2.6933,0.17531,4
54,ENSG00000121879,1,1.0,-1.0,-1.0,1,1,263416.51565448404,2023-12-28,PIK3CA,0.779,6.1494,1.6605,60
55,ENSG00000122026,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL21,,,,13
56,ENSG00000123416,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,TUBA1B,0.871,8.1963,0.52036,31
57,ENSG00000125538,1,1.0,0.5,0.0,2,3,295500.356444329,2019-07-30,IL1B,0.35799998,1.7508,0.27967,7
58,ENSG00000125726,0,0.5,0.5,0.5,1,3,38819.168478218926,2023-01-18,CD70,-0.25100005,0.79554,0.5357,1
59,ENSG00000126895,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,AVPR2,,,,6
60,ENSG00000127533,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,F2RL3,-0.74600005,-1.4882,-1.7701,3
61,ENSG00000127922,0,1.0,-1.0,-1.0,2,2,118061.55082048493,2023-01-18,SEM1,0.24599999,-0.076905,-0.47773,72
62,ENSG00000128059,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PPAT,0.486,4.2472,1.1444,1
63,ENSG00000129521,0,1.0,0.5,0.0,1,2,213982.31715359434,2024-07-19,EGLN3,0.19999999,1.8425,-0.47673,1
64,ENSG00000131981,1,0.5,0.5,-1.0,2,3,1470466.6505612188,2023-01-18,LGALS3,-0.15199995,0.22418,0.25425,4
65,ENSG00000132703,0,0.5,1.0,0.5,2,3,433862.5685735124,2024-06-05,APCS,-0.826,-0.68722,-0.014758,1
66,ENSG00000132915,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,PDE6A,0.11199999,0.89523,0.44631,3
67,ENSG00000133740,0,0.75,0.5,0.0,0,0,0.01,2025-01-01,E2F5,-0.008000016,0.45287,0.34228,8
68,ENSG00000134058,1,0.75,-1.0,-1.0,1,1,358386.30063935445,2021-11-04,CDK7,0.22600001,0.83974,0.82553,34
69,ENSG00000134333,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,LDHA,0.38700002,2.2299,0.96911,2
70,ENSG00000136807,0,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,CDK9,-0.13900006,2.2746,-1.2223,15
71,ENSG00000137267,0,1.0,0.75,-1.0,0,0,0.01,2025-01-01,TUBB2A,0.551,6.0308,0.65259,31
72,ENSG00000137285,0,1.0,1.0,0.0,0,0,0.01,2025-01-01,TUBB2B,0.662,6.9742,1.7557,31
73,ENSG00000137757,1,0.5,0.75,0.5,0,0,0.01,2025-01-01,CASP5,-0.04400003,0.4677,-0.61272,1
74,ENSG00000137869,1,1.0,1.0,0.0,7,18,1470466.6505612188,2016-05-02,CYP19A1,0.20700002,1.2112,0.73527,3
75,ENSG00000138160,0,0.5,0.5,0.0,3,5,294387.2978738704,2019-03-28,KIF11,0.816,2.7188,0.47097,3
76,ENSG00000138326,0,1.0,-1.0,-1.0,1,1,521818.7070055739,2019-09-27,RPS24,0.818,1.6762,-1.1998,18
77,ENSG00000140988,0,1.0,-1.0,-1.0,1,1,303059.79257468163,2018-06-11,RPS2,0.50699997,2.7522,-1.6814,22
78,ENSG00000141424,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,SLC39A6,0.023999989,1.5219,0.48281,1
79,ENSG00000141736,1,1.0,-1.0,-1.0,2,3,28923.750134754748,2012-12-01,ERBB2,0.482,4.2475,1.0641,30
80,ENSG00000142319,1,1.0,1.0,1.0,0,0,0.01,2025-01-01,SLC6A3,0.607,2.9473,-0.2191,4
81,ENSG00000143153,1,1.0,0.5,-1.0,5,14,502231.5406594711,2017-12-06,ATP1B1,0.805,3.0715,-0.010643,4
82,ENSG00000143171,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,RXRG,0.458,2.1409,-0.09018,2
83,ENSG00000145242,1,1.0,1.0,0.5,6,8,557593.503930131,2021-08-24,EPHA5,0.28899997,0.71188,-1.643,3
84,ENSG00000146648,1,1.0,0.5,0.0,4,8,672632.4785173276,2015-10-01,EGFR,0.525,3.0635,0.08211,36
85,ENSG00000147257,0,0.5,1.0,0.0,0,0,0.01,2025-01-01,GPC3,,,,14
86,ENSG00000147604,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL7,0.869,1.2441,-0.036059,13
87,ENSG00000148154,0,1.0,0.5,-1.0,1,1,606.6666666666666,2020-12-11,UGCG,0.64,2.8695,-0.99695,1
88,ENSG00000152818,0,0.5,-1.0,-1.0,1,1,323648.5577791949,2021-08-12,UTRN,0.33499998,1.619,0.67836,2
89,ENSG00000154188,0,0.75,0.5,0.0,4,5,414433.58532016096,2018-06-11,ANGPT1,0.58599997,2.0158,0.34742,2
90,ENSG00000157227,0,0.5,-1.0,-1.0,2,7,42193.37905314073,2017-09-07,MMP14,0.68799996,2.7231,0.049544,5
91,ENSG00000158825,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,CDA,0.045000017,0.69108,1.1111,2
92,ENSG00000160191,0,1.0,0.5,0.0,1,1,433862.5685735124,2024-06-05,PDE9A,-0.09200001,1.2785,0.52261,1
93,ENSG00000160716,1,1.0,0.75,0.5,1,1,251325.91086204,2023-01-18,CHRNB2,-0.116000056,1.0117,-1.3278,3
94,ENSG00000160867,0,1.0,0.5,0.0,3,3,464892.4593283075,2019-02-04,FGFR4,0.116,1.9115,-0.17673,14
95,ENSG00000163131,0,0.5,0.5,-1.0,5,16,431284.57934287674,2011-10-09,CTSS,0.33600003,2.6897,1.0448,6
96,ENSG00000163285,1,1.0,1.0,0.5,0,0,0.01,2025-01-01,GABRG1,-0.311,0.22502,-0.97551,0
97,ENSG00000164024,0,0.5,-1.0,-1.0,2,3,1778690.168860174,2021-09-30,METAP1,0.123000026,1.4202,-0.56449,1
98,ENSG00000164078,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,MST1R,0.014999986,1.7499,1.0062,1
99,ENSG00000164129,0,0.75,0.5,0.0,0,0,0.01,2025-01-01,NPY5R,-0.17999995,1.0507,0.74649,2
100,ENSG00000164308,0,0.5,0.5,-1.0,4,6,427337.4491868293,2010-11-21,ERAP2,-0.28400004,0.15583,0.15633,1
101,ENSG00000164587,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPS14,0.696,3.5329,0.50179,19
102,ENSG00000166136,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,NDUFB8,0.06300002,0.62738,0.51967,3
103,ENSG00000166828,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,SCNN1G,0.46899998,1.4668,0.055225,2
104,ENSG00000166851,1,0.75,0.5,0.0,0,0,0.01,2025-01-01,PLK1,0.795,3.5467,1.0235,25
105,ENSG00000166862,0,1.0,1.0,0.5,1,1,208254.04981354356,2024-07-19,CACNG2,0.729,2.013,0.69033,3
106,ENSG00000167552,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,TUBA1A,0.63,8.7528,0.8031,37
107,ENSG00000168412,0,1.0,0.5,1.0,0,0,0.01,2025-01-01,MTNR1A,-0.9,0.44344,0.31303,2
108,ENSG00000168748,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,CA7,0.43400002,2.8287,0.57894,1
109,ENSG00000169239,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,CA5B,,,,1
110,ENSG00000169245,1,0.5,0.5,0.0,0,0,0.01,2025-01-01,CXCL10,0.003000021,0.18662,0.20606,3
111,ENSG00000169252,1,1.0,-1.0,0.0,0,0,0.01,2025-01-01,ADRB2,0.09899998,2.0128,-0.12884,5
112,ENSG00000169684,1,0.5,-1.0,0.0,8,31,409235.3089791163,2008-04-03,CHRNA5,0.046000004,1.7263,0.64854,2
113,ENSG00000170214,1,1.0,0.5,0.0,1,1,1424218.0900670097,2024-02-19,ADRA1B,-0.449,-0.96775,-2.9023,3
114,ENSG00000171502,0,1.0,0.5,0.0,3,6,414433.58532016096,2020-01-20,COL24A1,0.04400003,0.46209,0.36294,5
115,ENSG00000171560,0,1.0,1.0,0.0,3,10,410642.56898295006,2018-03-12,FGA,-0.502,0.52576,-0.38201,21
116,ENSG00000171720,1,1.0,-1.0,-1.0,2,2,562534.7696387965,2017-10-30,HDAC3,0.537,4.7845,0.7929,24
117,ENSG00000171848,0,1.0,0.75,0.0,0,0,0.01,2025-01-01,RRM2,0.708,2.108,-0.192,3
118,ENSG00000172752,0,1.0,0.5,0.5,0,0,0.01,2025-01-01,COL6A5,0.08700001,0.66914,1.6344,8
119,ENSG00000172901,0,0.5,0.75,0.5,1,3,1470466.6505612188,2021-08-24,LVRN,-0.102,-1.763,-0.49867,0
120,ENSG00000174444,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL4,0.816,2.2792,-0.92667,13
121,ENSG00000175054,0,0.75,-1.0,0.0,0,0,0.01,2025-01-01,ATR,0.482,7.1459,1.1862,11
122,ENSG00000176014,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,TUBB6,0.17400002,2.5154,-0.02935,31
123,ENSG00000176890,1,1.0,0.5,0.0,2,2,143284.77790855977,2023-01-18,TYMS,0.11799997,1.5712,-1.3815,2
124,ENSG00000177885,0,0.5,-1.0,-1.0,1,1,12492.61701176821,2018-05-30,GRB2,0.784,3.8851,0.711,97
125,ENSG00000178127,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NDUFV2,0.39600003,-0.19504,0.4305,2
126,ENSG00000179295,1,0.5,-1.0,-1.0,9,20,468121.8445229682,2019-07-08,PTPN11,0.844,4.9526,1.5513,52
127,ENSG00000180616,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,SSTR2,0.24400002,2.1437,0.55465,2
128,ENSG00000181019,1,0.75,0.5,0.0,3,4,1424218.0900670097,2021-11-04,NQO1,-0.23399997,1.4976,0.87383,2
129,ENSG00000181929,1,0.75,-1.0,-1.0,1,1,125558.52890364222,2024-07-19,PRKAG1,0.265,2.3686,1.1452,8
130,ENSG00000182866,1,1.0,1.0,0.0,0,0,0.01,2025-01-01,LCK,0.668,3.535,-0.26728,23
131,ENSG00000182899,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL35A,0.798,1.5549,-0.68816,13
132,ENSG00000183134,0,1.0,0.5,0.5,0,0,0.01,2025-01-01,PTGDR2,,-0.38291,-0.72216,2
133,ENSG00000184408,0,1.0,1.0,0.0,1,1,1778690.168860174,2022-07-14,KCND2,0.572,4.657,0.18854,2
134,ENSG00000184752,0,1.0,0.5,-1.0,2,3,782476.8109259979,2017-12-06,NDUFA12,-0.18799996,0.083702,-0.24676,2
135,ENSG00000185324,0,0.5,-1.0,-1.0,1,1,8198.377278833237,2009-07-05,CDK10,-0.34399998,-1.8828,-2.1741,0
136,ENSG00000185627,0,1.0,-1.0,-1.0,5,11,482893.2730520582,2018-05-12,PSMD13,0.754,1.4648,-0.58904,62
137,ENSG00000186642,0,1.0,0.5,-1.0,2,2,1778690.168860174,2012-03-25,PDE2A,0.436,3.8751,-0.45213,2
138,ENSG00000186912,0,0.75,0.5,1.0,0,0,0.01,2025-01-01,P2RY4,,,,2
139,ENSG00000187498,0,1.0,0.5,0.0,4,20,502231.5406594711,2015-09-07,COL4A1,0.76199996,4.9877,-0.081603,14
140,ENSG00000187758,0,1.0,1.0,0.5,1,1,5504.0130519525,2021-09-30,ADH1A,-0.10399997,0.16864,0.91012,3
141,ENSG00000188153,0,1.0,-1.0,0.0,0,0,0.01,2025-01-01,COL4A5,,,,14
142,ENSG00000196517,0,0.75,0.5,0.0,1,1,33773.41415717191,2021-01-25,SLC6A9,0.45599997,3.1143,1.4057,1
143,ENSG00000197616,0,1.0,1.0,0.5,2,4,645988.1975077938,2018-06-11,MYH6,0.366,4.1453,1.1143,1
144,ENSG00000198695,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,MT-ND6,,,,3
145,ENSG00000198785,1,1.0,1.0,0.5,0,0,0.01,2025-01-01,GRIN3A,0.352,0.8213,0.60442,1
146,ENSG00000198886,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,MT-ND4,,,,2
147,ENSG00000198918,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL39,,,,13
148,ENSG00000203859,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,HSD3B2,-0.44000006,0.97401,-1.0712,3
149,ENSG00000204385,0,0.25,0.5,0.0,0,0,0.01,2025-01-01,SLC44A4,0.096000016,1.5883,1.4495,2
150,ENSG00000205220,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,PSMB10,-0.29900002,0.95489,0.58963,4
151,ENSG00000215644,0,1.0,0.75,0.5,0,0,0.01,2025-01-01,GCGR,-0.018000007,0.36509,-0.68713,4
152,ENSG00000233927,0,1.0,-1.0,-1.0,2,4,108816.31098183901,2024-07-19,RPS28,0.09200001,1.9087,-0.79684,18
153,ENSG00000239697,0,0.5,-1.0,0.0,6,7,427337.4491868293,2018-07-30,TNFSF12,0.028999984,-0.66456,-1.0674,2
154,ENSG00000241343,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL36A,,,,13
155,ENSG00000243649,0,0.75,1.0,0.0,0,0,0.01,2025-01-01,CFB,0.28100002,2.7519,1.5724,3
156,ENSG00000253729,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,PRKDC,0.81700003,2.4604,-0.84631,4
157,ENSG00000274286,1,1.0,-1.0,0.0,1,1,3182.5825880914163,2022-01-31,ADRA2B,-0.556,0.30931,0.89245,4
158,ENSG00000004799,1,1.0,0.5,-1.0,0,0,0.01,2025-01-01,PDK4,-0.24399996,0.049131,-0.22863,3
159,ENSG00000006210,0,0.5,-1.0,0.0,0,0,0.01,2025-01-01,CX3CL1,0.42299998,0.43367,-0.9394,2
160,ENSG00000012779,0,1.0,0.5,0.0,1,1,521818.7070055739,2023-11-09,ALOX5,0.06699997,0.866,-0.93892,15
161,ENSG00000023228,0,1.0,0.5,-1.0,1,1,97181.90375256384,2023-01-18,NDUFS1,0.16399997,0.5895,1.0088,3
162,ENSG00000026508,0,0.5,0.5,-1.0,8,10,381165.6245253304,2012-05-06,CD44,0.34600002,0.90454,0.16881,6
163,ENSG00000026751,0,1.0,0.5,0.0,1,1,38092.548464040476,2019-09-01,SLAMF7,0.012000024,0.53712,-0.36488,1
164,ENSG00000049249,0,0.75,0.5,0.5,2,3,281258.82202219026,2025-04-09,TNFRSF9,0.10900003,0.36664,-0.70006,1
165,ENSG00000066230,0,1.0,0.5,0.0,1,1,28923.750134754748,2012-12-01,SLC9A3,0.39999998,0.99172,-2.086,1
166,ENSG00000067182,1,0.25,-1.0,-1.0,4,5,240787.78738965438,2009-06-14,TNFRSF1A,0.61800003,1.5136,-0.95057,7
167,ENSG00000070019,0,1.0,1.0,0.5,1,1,406587.2658730814,2023-11-09,GUCY2C,-0.11800003,1.6022,0.44099,2
168,ENSG00000072274,0,0.75,-1.0,-1.0,3,5,1424218.0900670097,2019-03-28,TFRC,0.51100004,1.6437,-0.50525,18
169,ENSG00000072694,0,0.75,1.0,-1.0,3,3,28863.30790298137,2021-02-03,FCGR2B,0.004999995,1.4391,1.3262,1
170,ENSG00000082898,1,1.0,-1.0,-1.0,2,2,645988.1975077938,2018-06-11,XPO1,0.917,7.9498,0.056304,18
171,ENSG00000084207,1,0.5,0.5,-1.0,0,0,0.01,2025-01-01,GSTP1,-0.413,0.058537,-0.13162,4
172,ENSG00000086205,1,1.0,0.5,0.0,6,7,1424218.0900670097,2022-10-12,FOLH1,0.199,3.3627,1.5308,1
173,ENSG00000087586,1,0.75,0.5,0.0,0,0,0.01,2025-01-01,AURKA,0.472,2.7838,0.11418,8
174,ENSG00000088053,0,0.5,0.5,0.5,2,3,135593.17169557852,2019-08-16,GP6,-0.73399997,-0.28432,-0.5285,3
175,ENSG00000099875,0,0.5,0.5,-1.0,1,1,187674.40497870417,2022-03-24,MKNK2,-0.46300006,-1.8882,-3.4237,0
176,ENSG00000101182,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,PSMA7,0.633,1.903,-1.5865,62
177,ENSG00000101981,0,1.0,1.0,1.0,1,2,100083.61852522385,2019-11-01,F9,,,,12
178,ENSG00000104267,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,CA2,-0.49100006,0.27169,0.81205,4
179,ENSG00000105221,1,1.0,-1.0,-1.0,1,1,275021.63051358337,2023-01-18,AKT2,0.602,3.4263,0.36835,32
180,ENSG00000105697,0,0.25,1.0,0.0,0,0,0.01,2025-01-01,HAMP,-0.464,0.30782,-0.88617,0
181,ENSG00000105835,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,NAMPT,0.66400003,3.6096,1.5072,3
182,ENSG00000106327,0,0.75,1.0,0.5,0,0,0.01,2025-01-01,TFR2,0.092999995,1.2952,-0.26434,1
183,ENSG00000106804,0,1.0,1.0,0.0,2,2,718784.6890415357,2022-08-01,C5,0.22100002,2.3738,1.8296,5
184,ENSG00000106991,0,0.75,0.5,-1.0,0,0,0.01,2025-01-01,ENG,0.626,1.285,0.068044,0
185,ENSG00000107779,0,1.0,-1.0,0.0,1,1,57425.85429872698,2024-07-19,BMPR1A,0.805,3.9074,1.2039,1
186,ENSG00000109158,1,1.0,0.75,0.5,0,0,0.01,2025-01-01,GABRA4,0.615,2.4644,-1.2172,1
187,ENSG00000109738,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,GLRB,0.254,0.57521,0.30881,1
188,ENSG00000110324,0,0.75,0.5,0.0,0,0,0.01,2025-01-01,IL10RA,0.10100001,1.4243,0.31825,2
189,ENSG00000111142,0,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,METAP2,0.24599999,2.6847,-0.10469,1
190,ENSG00000111199,0,1.0,0.5,0.0,3,3,427337.4491868293,2021-09-30,TRPV4,0.176,3.5725,0.7299,2
191,ENSG00000111291,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,GPRC5D,0.13700002,1.3283,0.14219,0
192,ENSG00000111816,0,1.0,-1.0,0.0,2,5,384314.83364002535,2011-06-10,FRK,-0.016000032,1.0566,-0.44169,2
193,ENSG00000112116,0,1.0,0.5,1.0,1,2,144127.33793912127,2024-07-19,IL17F,-0.110000014,0.40232,-0.53577,3
194,ENSG00000113302,0,1.0,0.5,1.0,12,25,433862.5685735124,2008-06-29,IL12B,0.0009999871,1.2491,0.85791,4
195,ENSG00000113327,1,1.0,0.75,0.0,1,1,16548.58403989127,2022-01-12,GABRG2,0.572,3.9288,0.28574,2
196,ENSG00000115170,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,ACVR1,0.16500002,2.9548,1.0241,0
197,ENSG00000115486,0,1.0,1.0,-1.0,4,9,502231.5406594711,2015-09-07,GGCX,0.11199999,1.7017,0.22353,2
198,ENSG00000117560,0,0.75,0.5,0.5,10,17,360837.067725683,2011-11-06,FASLG,0.394,1.1044,0.58368,10
199,ENSG00000118113,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,MMP8,-0.464,-1.3484,-1.2823,4
200,ENSG00000118432,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,CNR1,0.306,3.2646,-0.089809,2
201,ENSG00000119013,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NDUFB3,-0.45700002,0.80743,0.86659,2
202,ENSG00000119535,0,1.0,0.5,0.0,3,11,1778690.168860174,2019-02-04,CSF3R,0.274,2.4079,1.7861,4
203,ENSG00000119772,0,1.0,-1.0,-1.0,7,20,1424218.0900670097,2010-11-21,DNMT3A,-0.998,1.997,1.1808,6
204,ENSG00000120738,1,0.5,-1.0,-1.0,1,1,515513.2178404211,2020-06-15,EGR1,0.538,2.5696,-0.21026,3
205,ENSG00000121764,0,1.0,0.5,1.0,0,0,0.01,2025-01-01,HCRTR1,0.08099997,1.5723,1.0905,2
206,ENSG00000121989,0,1.0,-1.0,-1.0,5,5,521818.7070055739,2022-02-02,ACVR2A,0.778,4.7321,0.95001,5
207,ENSG00000123374,1,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,CDK2,0.61,2.9267,0.57751,27
208,ENSG00000124089,0,0.5,1.0,1.0,0,0,0.01,2025-01-01,MC3R,-0.19599998,0.47776,0.72385,3
209,ENSG00000125508,0,1.0,0.5,0.5,0,0,0.01,2025-01-01,SRMS,-0.44500005,-1.3,-1.3621,1
210,ENSG00000126351,1,1.0,1.0,-1.0,1,1,220463.13948652346,2019-02-25,THRA,0.561,4.6106,1.086,2
211,ENSG00000127318,0,0.5,0.5,1.0,2,3,233499.4066209918,2021-08-26,IL22,-0.52900004,0.12619,-0.33715,2
